maximum number of tiles in grid [#],GLOBE size [B],GLOBE+GSHHG size [B],GLOBE+NE size [B],GSHHG size [B],NE size [B],"OS Terrain 50" size [B],total size [B]
61612,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61613,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61614,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61615,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61616,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61617,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61618,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61619,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61620,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61621,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61622,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61623,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61624,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61625,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61626,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61627,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61628,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61629,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61630,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61631,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61632,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61633,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61634,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61635,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61636,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61637,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61638,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61639,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61640,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61641,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61642,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61643,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61644,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61645,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61646,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61647,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61648,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61649,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61650,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61651,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61652,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61653,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61654,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61655,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61656,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61657,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61658,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61659,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61660,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61661,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61662,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61663,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61664,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61665,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61666,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61667,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61668,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61669,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61670,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61671,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61672,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61673,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61674,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61675,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61676,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61677,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61678,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61679,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61680,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61681,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61682,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61683,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61684,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61685,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61686,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61687,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61688,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61689,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61690,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61691,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61692,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61693,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61694,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61695,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61696,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61697,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61698,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61699,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61700,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61701,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61702,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61703,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61704,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61705,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61706,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61707,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61708,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61709,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61710,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61711,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61712,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61713,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61714,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61715,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61716,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61717,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61718,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61719,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61720,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61721,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61722,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61723,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61724,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61725,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61726,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61727,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61728,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61729,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61730,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61731,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61732,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61733,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61734,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61735,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61736,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61737,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61738,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61739,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61740,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61741,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61742,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61743,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61744,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61745,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61746,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61747,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61748,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61749,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61750,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61751,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61752,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61753,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61754,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61755,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61756,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61757,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61758,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61759,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61760,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61761,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61762,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61763,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61764,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61765,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61766,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61767,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61768,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61769,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61770,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61771,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61772,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61773,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61774,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61775,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61776,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61777,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61778,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61779,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61780,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61781,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61782,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61783,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61784,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61785,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61786,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61787,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61788,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61789,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61790,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61791,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61792,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61793,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61794,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61795,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61796,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61797,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61798,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61799,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61800,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61801,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61802,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61803,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61804,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61805,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61806,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61807,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61808,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61809,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61810,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61811,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61812,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61813,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61814,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61815,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61816,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61817,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61818,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61819,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61820,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61821,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61822,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61823,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61824,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61825,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61826,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61827,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61828,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61829,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61830,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61831,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61832,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61833,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61834,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61835,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61836,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61837,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61838,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61839,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61840,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61841,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61842,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61843,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61844,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61845,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61846,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61847,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61848,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61849,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61850,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61851,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61852,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61853,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61854,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61855,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61856,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61857,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61858,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61859,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61860,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61861,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61862,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61863,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61864,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61865,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61866,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61867,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61868,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61869,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61870,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61871,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61872,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61873,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61874,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61875,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61876,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61877,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61878,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61879,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61880,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61881,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61882,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61883,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61884,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61885,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61886,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61887,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61888,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61889,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61890,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61891,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61892,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61893,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61894,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61895,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61896,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61897,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61898,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61899,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61900,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61901,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61902,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61903,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61904,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61905,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61906,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61907,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61908,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61909,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61910,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61911,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61912,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61913,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61914,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61915,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61916,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61917,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61918,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61919,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61920,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61921,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61922,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61923,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61924,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61925,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61926,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61927,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61928,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61929,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61930,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61931,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61932,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61933,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61934,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61935,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61936,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61937,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61938,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61939,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61940,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61941,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61942,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61943,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61944,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61945,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61946,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61947,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61948,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61949,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61950,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61951,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61952,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61953,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61954,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61955,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61956,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61957,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61958,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61959,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61960,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61961,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61962,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61963,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61964,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61965,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61966,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61967,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61968,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61969,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61970,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61971,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61972,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61973,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61974,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61975,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61976,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61977,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61978,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61979,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61980,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61981,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61982,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61983,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61984,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61985,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61986,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61987,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61988,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61989,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61990,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61991,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61992,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61993,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61994,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61995,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61996,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61997,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61998,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
61999,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62000,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62001,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62002,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62003,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62004,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62005,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62006,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62007,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62008,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62009,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62010,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62011,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62012,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62013,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62014,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62015,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62016,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62017,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62018,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62019,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62020,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62021,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62022,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62023,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62024,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62025,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62026,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62027,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62028,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62029,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62030,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62031,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62032,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
