maximum number of tiles in grid [#],GLOBE size [B],GLOBE+GSHHG size [B],GLOBE+NE size [B],GSHHG size [B],NE size [B],"OS Terrain 50" size [B],total size [B]
62033,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62034,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62035,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62036,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62037,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62038,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62039,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62040,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62041,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62042,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62043,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62044,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62045,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62046,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62047,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62048,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62049,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62050,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62051,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62052,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62053,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62054,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62055,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62056,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62057,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62058,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62059,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62060,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62061,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62062,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62063,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62064,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62065,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62066,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62067,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62068,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62069,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62070,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62071,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62072,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62073,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62074,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62075,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62076,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62077,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62078,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62079,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62080,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62081,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62082,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62083,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62084,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62085,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62086,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62087,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62088,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62089,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62090,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62091,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62092,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62093,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62094,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62095,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62096,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62097,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62098,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62099,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62100,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62101,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62102,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62103,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62104,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62105,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62106,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62107,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62108,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62109,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62110,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62111,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62112,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62113,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62114,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62115,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62116,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62117,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62118,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62119,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62120,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62121,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62122,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62123,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62124,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62125,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62126,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62127,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62128,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62129,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62130,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62131,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62132,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62133,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62134,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62135,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62136,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62137,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62138,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62139,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62140,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62141,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62142,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62143,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62144,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62145,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62146,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62147,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62148,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62149,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62150,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62151,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62152,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62153,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62154,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62155,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62156,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62157,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62158,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62159,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62160,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62161,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62162,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62163,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62164,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62165,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62166,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62167,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62168,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62169,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62170,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62171,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62172,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62173,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62174,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62175,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62176,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62177,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62178,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62179,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62180,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62181,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62182,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62183,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62184,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62185,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62186,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62187,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62188,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62189,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62190,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62191,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62192,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62193,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62194,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62195,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62196,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62197,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62198,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62199,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62200,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62201,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62202,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62203,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
62204,784398340,1300265439,816910450,83647265,85220476,178446084,3248888054
